"","id","name","p_val","log_fold_change","sig_rank"
"6344","AT4G15393","CYP702A5",0.0025219951270527,1.17271058018774,8.63121879653905
"6343","AT2G36010","ATE2FA",0.00251641061585541,3.5874167854879,8.63441693115565
"6342","AT3G56300",NA,0.0025159224551979,1.71962330043354,8.63469682795581
"6340","AT3G60620","CDS5",0.00251499040525639,10.5514202551426,8.63523138853404
"6339","AT4G32950",NA,0.00250883912011171,0.645719026363023,8.63876432410177
"6337","AT3G61210",NA,0.0025067276251171,3.72202635635705,8.6399790396832
"6336","AT5G53290","CRF3",0.00250593009166785,2.21387518357527,8.640438116535
"6335","AT5G01840","ATOFP1",0.00250144753189095,2.74953068678896,8.6430210926851
"6332","AT1G06310","ACX6",0.00249810018880422,0.878267087726772,8.64495294582972
"6330","ATCG00020","PSBA",0.00249635151173872,28.6339201506665,8.64596318999059
"6327","AT1G73660","M3K&#948;6",0.0024949331389608,15.3277870231074,8.64678313097617
"6325","AT5G06770","KHZ2",0.00248694553866742,5.85862307355245,8.6514093701731
"6320","AT2G44830","AGC1-3",0.0024853877295536,7.37909185981883,8.6523133496272
"6321","AT3G16410","NSP4",0.0024853877295536,28.2878686246066,8.6523133496272
"6322","AT5G63660","LCR74",0.0024853877295536,3.33165642847226,8.6523133496272
"6319","AT4G16660","HSP70",0.00247738022572431,18.7044332510546,8.65696897575916
"6315","AT3G20930","ORRM1",0.00247275601230234,9.69861231546454,8.65966438913434
"6310","AT1G66110",NA,0.00246583060734676,0.639421178715238,8.66371058886887
"6308","AT5G51590","AHL4",0.00246301054288655,3.67888185183159,8.66536148137349
"6305","AT5G06760","AtLEA4-5",0.00246249878879004,21.5850056322869,8.66566126969999
"6304","AT2G45120","ZAT4",0.00246102783913341,1.17947651523678,8.66652330701532
"6303","AT2G43520","ATTI2",0.00245933551459758,3.20013775645778,8.66751571677703
"6300","AT2G20860","LIP1",0.00245638449190379,32.3184550799198,8.66924788472463
"6299","AT4G32915","GATC",0.00245506769512025,8.31690062404533,8.67002147923911
"6298","AT2G34450","HMGB14",0.00245295237806341,1.88321326646293,8.67126505916391
"6296","AT1G55260","LTPG6",0.0024430729394695,35.2590648461656,8.67708734785181
"6295","AT5G64620","ATC/VIF2",0.00244121271406189,19.4428815721931,8.6781862754292
"6294","AT3G14110","FLU",0.00244100633336041,25.6467483888757,8.67830824636571
"6290","AT5G47620",NA,0.00243325984184731,12.2708457671694,8.68289389429616
"6287","AT4G35200",NA,0.00242975403519966,0.822986590086669,8.68497400793308
"6288","AT5G05330",NA,0.00242975403519966,1.90212198799427,8.68497400793308
"6284","AT2G34720","NF-YA4",0.00242778988634666,7.76925900347057,8.68614071605142
"6281","AT1G29640",NA,0.00242273439346745,7.75617640232839,8.6891480351478
"6278","AT4G14490",NA,0.00241389464346261,3.70009549234325,8.6944215748786
"6277","AT4G17740","CTPA2",0.00240902978510419,24.8330108793966,8.69733205357783
"6272","AT5G65980","PILS7",0.00239680488376455,0.709001886568253,8.70467181609335
"6270","AT1G16090","WAKL7",0.00239508997778909,1.83350056901176,8.70570442908821
"6269","AT1G16880","ACR11",0.00239284330156509,175.368515860869,8.70705836144091
"6267","AT5G02970",NA,0.0023921749125285,8.39150861069557,8.70746140339879
"6265","AT1G48640",NA,0.00239118829058286,0.834912582164343,8.70805654725383
"6264","AT1G76800","AtVTL2",0.00239070510119412,1.38128712523017,8.70834810328832
"6263","AT5G55050",NA,0.00239067894459267,30.4422651341207,8.70836388783892
"6262","AT3G06840",NA,0.00238851120750492,10.8183903079556,8.70967263834325
"6261","AT5G66200","ARO2",0.00238833636464577,16.34913067852,8.70977824980442
"6257","AT4G31330",NA,0.00238109863621235,3.15597743275132,8.7141568996578
"6256","AT3G02820",NA,0.00237981741041601,1.71681615105088,8.71493339650386
"6255","AT3G51750",NA,0.00237828778849074,3.74677445738231,8.71586098341074
"6254","AT1G19350","BES1",0.00237606678744606,50.9914505181134,8.71720889609789
"6252","AT5G66090",NA,0.00237200689866746,9.20861282358603,8.71967607888489
"6250","AT1G15170",NA,0.00236862024901078,2.92369868233995,8.72173736881295
"6247","AT3G23990","HSP60",0.00236402240752385,26.7616891707536,8.724540574413
"6244","AT3G58560","AtCCR4a",0.00236126951412491,11.288690822973,8.72622156520465
"6243","AT1G23560",NA,0.00236113557188868,1.04671210983225,8.7263034039273
"6242","AT5G55610",NA,0.00235673341448732,8.9561577227322,8.72899570950578
"6241","AT1G53000","AtCKS",0.00235615205734757,9.13246045072773,8.72935163628218
"6238","AT5G48830",NA,0.00234836942144851,10.7073039186925,8.73412490833957
"6229","AT3G09430",NA,0.00233752372692253,1.05470515048126,8.74080327558064
"6227","AT5G23940","DCR",0.00233241064916776,11.1945166785578,8.74396246981084
"6224","AT4G06536",NA,0.00233152256424259,1.01418712826158,8.74451189265815
"6222","AT1G43710","ATSDC1",0.00232782371780145,22.9629930011574,8.74680247516291
"6220","AT3G06020","FAF4",0.00232379749976351,0.867324675709508,8.74929992969576
"6219","AT1G27100",NA,0.00232199885064976,9.40109514305857,8.75041702656813
"6218","AT3G53270",NA,0.00232056491551256,4.74701730126246,8.75130822862
"6215","AT2G26910","ABCG32",0.00231927893879965,87.0959068464037,8.75210794185699
"6214","AT4G02820",NA,0.00231527869840563,4.80696159527413,8.75459841834417
"6212","AT3G51060","AtSTY1",0.00230807596393579,1.08949590975282,8.75909357758079
"6211","AT1G70660","MMZ2",0.00230771817800078,14.9988530471002,8.75931723400016
"6210","AT2G19990","PR-1-LIKE",0.00230458292582071,0.708868984143304,8.76127860354954
"6209","AT4G31400","AtCTF7",0.00230456404513272,1.38577364178938,8.76129042312271
"6207","AT3G59140","ABCC10",0.00230320443337118,7.02396537197853,8.76214181364373
"6203","AT3G02080","RPS19A",0.00229783687370257,30.2596952168553,8.76550790175802
"6201","AT5G56950","NAP1;3",0.00229459467949221,13.3327529518631,8.76754494824714
"6197","AT2G46535",NA,0.00229066382680063,2.63040107316295,8.77001853749673
"6196","AT3G28550","EXT16",0.0022888997639015,243.194464678588,8.77112999926459
"6193","AT5G63400","ADK1",0.00228766522913934,19.9259634033152,8.77190833726485
"6191","AT3G13490","ATKRS-2",0.00228525864260004,16.6041222757225,8.77342682779022
"6189","AT2G39450","ATMTP11",0.00227974316023758,18.8751380915556,8.77691298760702
"6188","AT2G26870","NPC2",0.00227778893079028,4.85557966611644,8.7781502174274
"6184","AT3G03460","BRIP1",0.00227145681706014,2.14048980953462,8.78216640625637
"6183","AT5G42785",NA,0.00227105964711212,1.5679387001505,8.78241868717615
"6182","AT4G25010","AtSWEET14",0.00226918345110481,1.13671454900951,8.78361103691207
"6181","AT2G30424","TCL2",0.00226718150981275,2.25248289197747,8.78488438726486
"6180","AT1G26500",NA,0.0022669844160171,1.17188707820898,8.78500981110087
"6178","AT2G27840","HD2D",0.00226201434676598,8.39352935744096,8.78817620505031
"6172","AT1G33102",NA,0.00225749829031515,0.695245698259439,8.79105938956051
"6166","AT2G20450","RPL14A",0.00225533211833694,24.0513235294806,8.79244438546229
"6164","AT1G10740",NA,0.00224983820542007,42.3763694772309,8.79596302927799
"6163","AT5G05900","UGT76C3",0.0022477569338997,0.88719843154179,8.79729824964465
"6160","AT3G12955","SAUR74",0.0022404671115489,0.779658660130749,8.80198473574522
"6158","AT5G47770","FPS1",0.00224006126144448,35.1032042759497,8.80224609685528
"6156","AT3G10880",NA,0.00224002246891765,1.25315863840796,8.80227108111426
"6157","AT3G13275",NA,0.00224002246891765,1.21015642504857,8.80227108111426
"6154","AT3G59340",NA,0.00223872682108263,8.74845135015928,8.80310578948368
"6155","AT5G57210",NA,0.00223872682108263,7.47589216440167,8.80310578948368
"6149","AT1G49230","AtATL78",0.00223619272289905,1.0611562282618,8.80473975462538
"6150","AT2G47400","CP12",0.00223619272289905,305.657897219473,8.80473975462538
"6153","AT5G01280","BPP3",0.00223619272289905,1.32774002569528,8.80473975462538
"6147","AT3G57940",NA,0.00222917818480416,4.09827139087639,8.80927234457451
"6146","AT1G09600",NA,0.002228727883922,1.43675152210848,8.80956380286986
"6145","AT4G37590","MEL1",0.00222866996047707,20.6395088520727,8.80960129822911
"6142","AT3G45030","RPS20A",0.00221863333412124,11.0725060097889,8.8161130266605
"6138","AT1G73230",NA,0.00221299812439369,21.7097652995017,8.81978205626562
"6134","AT2G34480","L18aB",0.0022116670104469,86.9265167263923,8.82065009553608
"6135","AT3G61670",NA,0.0022116670104469,8.79432997381356,8.82065009553608
"6136","AT5G14460",NA,0.0022116670104469,12.0640474428622,8.82065009553608
"6128","AT2G35605","SWIB6",0.00220141890792886,5.13885818518714,8.82735058291902
"6125","AT1G29250","ALBA1",0.00220089511232246,6.1952429549024,8.82769389206229
"6124","AT1G50240","FU",0.0021999511951458,6.69218190065825,8.82831276604949
"6122","AT2G23700",NA,0.00219883714847314,6.4254461162475,8.82904352621287
"6119","AT1G79580","ANAC033",0.00219877574549345,1.19579693826051,8.82908381433119
"6118","AT4G22690","CYP706A1",0.00219799604931348,7.87599515441436,8.82959549147821
"6116","AT1G79720",NA,0.00218636167625006,12.1918451161379,8.83725220781884
"6114","AT1G50590",NA,0.00218585397476916,1.33087239033358,8.83758725918433
"6112","AT3G04310",NA,0.00217996635128555,2.41572978152479,8.84147841810398
"6111","AT1G27450","APT1",0.00217829241072697,21.1024679661016,8.84258665237516
"6109","AT2G22510",NA,0.00216621666284932,32.99379343006,8.85060673756726
"6105","AT1G68935",NA,0.00216072221241212,1.26401494854249,8.85427067684961
"6103","AT4G26770","CDS3",0.00215945264890483,2.06503526486833,8.85511860226355
"6099","AT3G22230","RPL27B",0.00215695320758217,53.6043515293395,8.85678940529927
"6096","AT4G39330","ATCAD9",0.00215297554871759,100.385053601848,8.85945234971067
